X,Y,OBJECTID,NAME,CLASS,STATE_ABBR,STATE_FIPS,PLACE_FIPS,POPULATION,POP_CLASS,POP_SQMI,SQMI,CAPITAL
-86.8178202829999,33.2444977060001,1,Alabaster,city,AL,01,0100820,33284,6,1300.7,25.59,
-86.21204768,34.264208442,2,Albertville,city,AL,01,0100988,22386,6,827.9,27.04,
-85.956313751,32.9430941530001,3,Alexander City,city,AL,01,0101132,14843,6,337.4,43.99,
-85.819855783,33.6565006770001,4,Anniston,city,AL,01,0101852,21564,6,469.9,45.89,
-86.950795027,34.784837689,5,Athens,city,AL,01,0102956,25406,6,625.8,40.6,
-87.49009397,31.0222591460001,6,Atmore,city,AL,01,0103004,8391,5,382.5,21.94,
-85.4899892349999,32.6069065200001,7,Auburn,city,AL,01,0103076,76143,7,1234.5,61.68,
-86.956297483,33.400918462,8,Bessemer,city,AL,01,0105980,26019,6,641.8,40.54,
-86.796474014,33.5288008380001,9,Birmingham,city,AL,01,0107000,200733,8,1342.2,149.55,
-86.745491283,33.1244028290001,10,Calera,city,AL,01,0111416,16494,6,674,24.47,
-86.683518501,33.643088827,11,Center Point,city,AL,01,0113264,16406,6,2637.6,6.22,
-86.62991075,33.3433826940001,12,Chelsea,city,AL,01,0114104,14982,6,619.1,24.2,
-86.8432299999999,34.160904132,13,Cullman,city,AL,01,0118976,18213,6,793.2,22.96,
-87.9004014989999,30.620052393,14,Daphne,city,AL,01,0119648,27462,6,1437.8,19.1,
-86.981528273,34.60362365,15,Decatur,city,AL,01,0120104,57938,7,952,60.86,
-85.407058289,31.233495458,16,Dothan,city,AL,01,0121184,71072,7,788.4,90.15,
-85.845907723,31.327600847,17,Enterprise,city,AL,01,0124184,28711,6,925.6,31.02,
-85.150497125,31.9102409020001,18,Eufaula,city,AL,01,0124568,12882,6,175.3,73.48,
-86.9193386379999,33.4746958160001,19,Fairfield,city,AL,01,0125120,10000,6,2890.2,3.46,
-87.902957,30.5242530730001,20,Fairhope,city,AL,01,0125240,22477,6,1548,14.52,
-87.670924605,34.800701949,21,Florence,city,AL,01,0126896,40184,6,1503.3,26.73,
-87.66341234,30.3988863020001,22,Foley,city,AL,01,0126992,20335,6,623.2,32.63,
-85.695369613,34.4559437350001,23,Fort Payne,city,AL,01,0127616,14877,6,262.1,56.76,
-86.0153637449999,34.0087257810001,24,Gadsden,city,AL,01,0128696,33945,6,878,38.66,
-86.8105255,33.6562273710001,25,Gardendale,city,AL,01,0129056,16044,6,698.2,22.98,
-87.66474525,30.26439027,26,Gulf Shores,city,AL,01,0132272,15014,6,505.5,29.7,
-86.939677221,34.4392659230001,27,Hartselle,city,AL,01,0133448,15455,6,925.4,16.7,
-86.84955225,33.2891714310001,28,Helena,city,AL,01,0134024,20914,6,934.5,22.38,
-86.809190354,33.461686259,29,Homewood,city,AL,01,0135800,26414,6,3170.9,8.33,
-86.804249982,33.3875087170001,30,Hoover,city,AL,01,0135896,92606,7,1888.8,49.03,
-86.995462409,33.441941436,31,Hueytown,city,AL,01,0136448,16776,6,845.6,19.84,
-86.583478177,34.7276429500001,32,Huntsville,city,AL,01,0137000,215006,8,979.3,219.56,
-86.705359667,33.537153125,33,Irondale,city,AL,01,0137864,13497,6,772.1,17.48,
-85.754164728,33.8085527000001,34,Jacksonville,city,AL,01,0138272,14385,6,1317.3,10.92,
-87.2829355,33.836551113,35,Jasper,city,AL,01,0138416,14572,6,491.3,29.66,
-86.563906236,33.5422240560001,36,Leeds,city,AL,01,0141968,12324,6,536.1,22.99,
-86.7423352499999,34.714574337,37,Madison,city,AL,01,0145784,56933,7,1867.3,30.49,
-86.365640363,32.4847488670001,38,Millbrook,city,AL,01,0148712,16564,6,1148.7,14.42,
-88.051434328,30.685270168,39,Mobile,city,AL,01,0150000,187041,8,1305.3,143.29,
-86.3033632189999,32.3778974620001,40,Montgomery,city,AL,01,0151000,200603,8,1236.2,162.27,State
-86.497205762,33.5979806660001,41,Moody,city,AL,01,0151096,13170,6,530.2,24.84,
-86.7402439429999,33.4868951330001,42,Mountain Brook,city,AL,01,0151696,22461,6,1749.3,12.84,
-87.6338812819999,34.7434609810001,43,Muscle Shoals,city,AL,01,0153016,16275,6,967.6,16.82,
-87.5764139999999,33.240171714,44,Northport,city,AL,01,0155200,31125,6,1743.7,17.85,
-85.3770183029999,32.662393706,45,Opelika,city,AL,01,0157048,30995,6,515.9,60.08,
-85.833406322,33.6136664860001,46,Oxford,city,AL,01,0157576,22069,6,685.8,32.18,
-85.646549137,31.448602808,47,Ozark,city,AL,01,0157648,14368,6,418.4,34.34,
-86.808117972,33.2850244200001,48,Pelham,city,AL,01,0158848,24318,6,618.3,39.33,
-86.285056641,33.5871185760001,49,Pell City,city,AL,01,0158896,12939,6,466.3,27.75,
-85.0224810829999,32.455664819,50,Phenix City,city,AL,01,0159472,38816,6,1374,28.25,
-86.460030763,32.4601102820001,51,Prattville,city,AL,01,0162328,37781,6,1041.1,36.29,
-88.0815639049999,30.7354789140001,52,Prichard,city,AL,01,0162496,19322,6,757.4,25.51,
-85.853732604,33.71190814,53,Saks,Census Designated Place,AL,01,0167608,9956,5,814.7,12.22,
-88.072492653,30.807928271,54,Saraland,city,AL,01,0168160,16171,6,499.6,32.37,
-86.091052911,34.684727422,55,Scottsboro,city,AL,01,0168736,15578,6,271.4,57.4,
-87.033586955,32.4165957330001,56,Selma,city,AL,01,0169120,17971,6,1248,14.4,
-86.2636709719999,33.171953591,57,Sylacauga,city,AL,01,0174352,12578,6,616.3,20.41,
-86.097688577,33.4328732480001,58,Talladega,city,AL,01,0174592,15861,6,607,26.13,
-88.170009749,30.588471112,59,Tillmans Corner,Census Designated Place,AL,01,0176320,17731,6,1360.8,13.03,
-85.965183339,31.8019262280001,60,Troy,city,AL,01,0176920,17727,6,623.8,28.42,
-86.6060363509999,33.624254857,61,Trussville,city,AL,01,0176944,26123,6,742.6,35.18,
-87.562916786,33.2073171910001,62,Tuscaloosa,city,AL,01,0177256,99600,7,1383.9,71.97,
-86.784085948,33.4331880010001,63,Vestavia Hills,city,AL,01,0178552,39102,6,1935.7,20.2,
-149.867902616,61.218701147,64,Anchorage,municipality,AK,02,0203000,291247,9,168,1734.06,
-147.48156,64.824745573,65,Badger,Census Designated Place,AK,02,0205000,19031,6,285.3,66.7,
-147.82157289,64.869275423,66,College,Census Designated Place,AK,02,0216750,11332,6,592.7,19.12,
-147.721687464,64.8463257780001,67,Fairbanks,city,AK,02,0224230,32515,6,996.8,32.62,
-134.408747787,58.3019397840001,68,Juneau,city and borough,AK,02,0236400,32255,6,11.5,2815.09,State
-149.633443,61.5223336160001,69,Knik-Fairview,Census Designated Place,AK,02,0240645,19297,6,259.2,74.44,
-112.116999392,33.8559539400001,70,Anthem,Census Designated Place,AZ,04,0402430,23190,6,2935.4,7.9,
-111.55774775,33.4009501680001,71,Apache Junction,city,AZ,04,0402830,38499,6,1097.5,35.08,
-111.670790245,32.7506246190001,72,Arizona City,Census Designated Place,AZ,04,0403530,9868,5,1589,6.21,
-112.342905533,33.4376856100001,73,Avondale,city,AZ,04,0404720,89334,7,1879.1,47.54,
-112.586515248,33.3700352770001,74,Buckeye,city,AZ,04,0407940,91502,7,232.7,393.15,
-114.58610436,35.1141170830001,75,Bullhead City,city,AZ,04,0408220,41348,6,687.4,60.15,
-111.8628925,34.5719399930001,76,Camp Verde,town,AZ,04,0409690,12147,6,286.8,42.36,
-111.7612355,32.8978058760001,77,Casa Grande,city,AZ,04,0410530,53658,7,484,110.87,
-111.01117003,32.3422879710001,78,Casas Adobes,Census Designated Place,AZ,04,0410670,70973,7,2653.2,26.75,
-110.914807216,32.298298355,79,Catalina Foothills,Census Designated Place,AZ,04,0411230,52401,7,1250,41.92,
-111.863762,33.29481186,80,Chandler,city,AZ,04,0412000,275987,9,4221.9,65.37,
-112.45138367,34.761643979,81,Chino Valley,town,AZ,04,0412840,13020,6,208.4,62.48,
-111.526921,32.968797254,82,Coolidge,city,AZ,04,0415500,13218,6,173,76.42,
-112.0272955,34.7379811640001,83,Cottonwood,city,AZ,04,0416410,12029,6,724.6,16.6,
-109.538486,31.345999056,84,Douglas,city,AZ,04,0420050,16534,6,1656.7,9.98,
-111.048872329,32.144625315,85,Drexel Heights,Census Designated Place,AZ,04,0420540,27523,6,1431.3,19.23,
-112.327141632,33.5905037900001,86,El Mirage,city,AZ,04,0422220,35805,6,3598.5,9.95,
-111.554699586,32.753377153,87,Eloy,city,AZ,04,0422360,15635,6,137.6,113.63,
-111.65839475,35.172496612,88,Flagstaff,city,AZ,04,0423620,76831,7,1162.5,66.09,
-111.383528424,33.031247794,89,Florence,town,AZ,04,0423760,26785,6,427.5,62.66,
-111.009711936,32.2933484380001,90,Flowing Wells,Census Designated Place,AZ,04,0423960,15657,6,4109.4,3.81,
-114.5857535,35.004292116,91,Fort Mohave,Census Designated Place,AZ,04,0424895,16190,6,969.5,16.7,
-114.397529818,32.661591838,92,Fortuna Foothills,Census Designated Place,AZ,04,0425030,27776,6,693,40.08,
-111.739759716,33.6071971110001,93,Fountain Hills,town,AZ,04,0425300,23820,6,1169.4,20.37,
-111.787167026,33.3328925430001,94,Gilbert,town,AZ,04,0427400,267918,9,3895.9,68.77,
-112.190146282,33.5334192290001,95,Glendale,city,AZ,04,0427820,248325,8,4005.2,62,
-112.363749717,33.4391045400001,96,Goodyear,city,AZ,04,0428380,95294,7,498.1,191.33,
-110.996329551,31.879562874,97,Green Valley,Census Designated Place,AZ,04,0429710,22616,6,1134.8,19.93,
-114.053781332,35.189428112,98,Kingman,city,AZ,04,0437620,32689,6,870.5,37.55,
-114.343995016,34.4752342510001,99,Lake Havasu City,city,AZ,04,0439370,57144,7,1232.1,46.38,
-111.2228815,32.4338566970001,100,Marana,town,AZ,04,0444270,51908,7,426.2,121.78,
-112.044148208,33.058234912,101,Maricopa,city,AZ,04,0444410,58125,7,1365.7,42.56,
-111.816324,33.4227077470001,102,Mesa,city,AZ,04,0446000,504258,10,3617.1,139.41,
-114.008214,35.26119176,103,New Kingman-Butler,Census Designated Place,AZ,04,0449270,12907,6,2597,4.97,
-112.140514617,33.9153296910001,104,New River,Census Designated Place,AZ,04,0449360,17290,6,308,56.14,
-110.933629712,31.362479878,105,Nogales,city,AZ,04,0449640,19770,6,949.1,20.83,
-110.976581452,32.4226104850001,106,Oro Valley,town,AZ,04,0451600,47070,6,1345.2,34.99,
-111.942684726,33.532622932,107,Paradise Valley,town,AZ,04,0452930,12658,6,821.4,15.41,
-111.319448723,34.243160205,108,Payson,town,AZ,04,0453700,16351,6,844.6,19.36,
-112.239133865,33.5756882320001,109,Peoria,city,AZ,04,0454050,190985,8,1065.5,179.25,
-112.073868093,33.4461143080001,110,Phoenix,city,AZ,04,0455000,1608139,10,3097.8,519.12,State
-112.465956949,34.5431625430001,111,Prescott,city,AZ,04,0457380,45827,6,1013.6,45.21,
-112.318093935,34.595430299,112,Prescott Valley,town,AZ,04,0457450,46785,6,1156,40.47,
-111.635566954,33.2402639250001,113,Queen Creek,town,AZ,04,0458150,59519,7,1475.4,40.34,
-110.988600928,31.49570082,114,Rio Rico,Census Designated Place,AZ,04,0460180,20549,6,327.6,62.73,
-110.858118234,32.538512815,115,Saddlebrooke,Census Designated Place,AZ,04,0461940,12574,6,263,47.81,
-110.9691375,31.93145215,116,Sahuarita,town,AZ,04,0462140,34134,6,1077.1,31.69,
-114.779037614,32.4900395940001,117,San Luis,city,AZ,04,0463470,35257,6,1033.9,34.1,
-111.547262973,33.1879088740001,118,San Tan Valley,Census Designated Place,AZ,04,0464210,99894,7,1317.9,75.8,
-111.916292319,33.493387892,119,Scottsdale,city,AZ,04,0465000,241361,8,1308.6,184.44,
-111.767365846,34.8657774760001,120,Sedona,city,AZ,04,0465350,9684,5,529.2,18.3,
-110.03822393,34.2667380080001,121,Show Low,city,AZ,04,0466470,11732,6,177.8,65.97,
-110.268522274,31.5636710200001,122,Sierra Vista,city,AZ,04,0466820,45308,6,297.1,152.51,
-110.215971297,31.452447426,123,Sierra Vista Southeast,Census Designated Place,AZ,04,0466845,14428,6,130.1,110.91,
-114.699030584,32.600912781,124,Somerton,city,AZ,04,0468080,14197,6,1950.1,7.28,
-112.281911631,33.616481806,125,Sun City,Census Designated Place,AZ,04,0470320,39931,6,2736.9,14.59,
-112.357498957,33.669408258,126,Sun City West,Census Designated Place,AZ,04,0470355,25806,6,2346,11,
